"","Stn.Code","Sampling.Date","State","City.Town.Village.Area","Location.of.Monitoring.Station","Agency","Type.of.Location","SO2","NO2","RSPM.PM10","PM.2.5","season"
"1165",428,"29-04-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,93,NA,"summer"
"1166",428,"02-05-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,78,NA,"summer"
"1167",428,"04-05-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,78,NA,"summer"
"1168",428,"07-05-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,82,NA,"summer"
"1169",428,"11-05-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,94,NA,"summer"
"1170",428,"15-05-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,86,NA,"summer"
"1171",428,"19-05-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,88,NA,"summer"
"1172",428,"22-05-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,79,NA,"summer"
"1173",428,"25-05-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,82,NA,"summer"
"1174",428,"29-05-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,86,NA,"summer"
"1175",428,"01-06-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,75,NA,"summer"
"1176",428,"03-06-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,77,NA,"summer"
"1177",428,"05-06-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,68,NA,"summer"
"1178",428,"08-06-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,80,NA,"summer"
"1179",428,"11-06-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,76,NA,"summer"
"1180",428,"16-06-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,66,NA,"summer"
"1181",428,"19-06-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,71,NA,"summer"
"1182",428,"23-06-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,75,NA,"summer"
"1183",428,"26-06-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,62,NA,"summer"
"1184",428,"01-07-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,72,NA,"rainy"
"1185",428,"04-07-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,66,NA,"rainy"
"1186",428,"06-07-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,74,NA,"rainy"
"1187",428,"09-07-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,80,NA,"rainy"
"1188",428,"14-07-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,72,NA,"rainy"
"1189",428,"16-07-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,68,NA,"rainy"
"1190",428,"21-07-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,71,NA,"rainy"
"1191",428,"24-07-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,64,NA,"rainy"
"1192",428,"03-08-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,67,NA,"rainy"
"1193",428,"07-08-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,63,NA,"rainy"
"1194",428,"11-08-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,69,NA,"rainy"
"1195",428,"14-08-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,75,NA,"rainy"
"1196",428,"17-08-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,76,NA,"rainy"
"1197",428,"21-08-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,64,NA,"rainy"
"1198",428,"25-08-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,70,NA,"rainy"
"1199",428,"31-08-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,73,NA,"rainy"
"1200",428,"01-09-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,73,NA,"rainy"
"1201",428,"04-09-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,69,NA,"rainy"
"1202",428,"07-09-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,65,NA,"rainy"
"1203",428,"10-09-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,72,NA,"rainy"
"1204",428,"15-09-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,76,NA,"rainy"
"1205",428,"21-09-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,71,NA,"rainy"
"1206",428,"23-09-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,67,NA,"rainy"
"1207",428,"25-09-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,69,NA,"rainy"
"1208",428,"28-09-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,75,NA,"rainy"
"1209",428,"01-10-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,76,NA,"winter"
"1210",428,"03-10-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,80,NA,"winter"
"1211",428,"05-10-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,75,NA,"winter"
"1212",428,"08-10-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,75,NA,"winter"
"1213",428,"14-10-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,86,NA,"winter"
"1214",428,"16-10-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,78,NA,"winter"
"1215",428,"19-10-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,83,NA,"winter"
"1216",428,"28-10-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,75,NA,"winter"
"1217",428,"02-11-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,84,NA,"winter"
"1218",428,"05-11-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,77,NA,"winter"
"1219",428,"09-11-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,81,NA,"winter"
"1220",428,"11-11-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",4,14,119,NA,"winter"
"1221",428,"13-11-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,13,88,NA,"winter"
"1222",428,"16-11-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,76,NA,"winter"
"1223",428,"20-11-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,73,NA,"winter"
"1224",428,"24-11-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,82,NA,"winter"
"1225",428,"30-11-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,75,NA,"winter"
"1226",428,"02-12-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,82,NA,"winter"
"1227",428,"04-12-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,93,NA,"winter"
"1228",428,"07-12-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,84,NA,"winter"
"1229",428,"10-12-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,100,NA,"winter"
"1230",428,"14-12-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,91,NA,"winter"
"1231",428,"17-12-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,12,81,NA,"winter"
"1232",428,"22-12-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,14,98,NA,"winter"
"1233",428,"26-12-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,96,NA,"winter"
"1234",428,"28-12-15","Odisha","Balasore","Sahadevkhunta, Balasore","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,86,NA,"winter"
"1235",429,"02-01-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,77,54,"winter"
"1236",429,"06-01-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,22,72,47,"winter"
"1237",429,"09-01-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,77,48,"winter"
"1238",429,"13-01-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,23,76,46,"winter"
"1239",429,"16-01-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,20,80,58,"winter"
"1240",429,"19-01-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,22,75,53,"winter"
"1241",429,"22-01-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,22,70,51,"winter"
"1242",429,"27-01-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,75,53,"winter"
"1243",429,"30-01-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,67,42,"winter"
"1244",429,"04-04-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,42,23,"summer"
"1245",429,"07-04-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,38,20,"summer"
"1246",429,"10-04-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,35,21,"summer"
"1247",429,"13-04-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,38,24,"summer"
"1248",429,"17-04-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,48,28,"summer"
"1249",429,"21-04-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,40,24,"summer"
"1250",429,"24-04-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,69,38,"summer"
"1251",429,"28-04-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,46,26,"summer"
"1252",429,"01-05-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,49,28,"summer"
"1253",429,"05-05-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,16,70,36,"summer"
"1254",429,"08-05-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,40,28,"summer"
"1255",429,"12-05-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,19,56,32,"summer"
"1256",429,"15-05-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,21,47,23,"summer"
"1257",429,"19-05-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,59,33,"summer"
"1258",429,"22-05-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,15,45,28,"summer"
"1259",429,"26-05-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,46,25,"summer"
"1260",429,"29-05-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,18,59,35,"summer"
"1261",429,"02-06-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,13,40,23,"summer"
"1262",429,"05-06-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,52,28,"summer"
"1263",429,"09-06-15","Odisha","Berhampur","Regional Office, Berhampur","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,17,57,32,"summer"
