"","X.1","X","Stn.Code","Sampling.Date","State","City.Town.Village.Area","Location.of.Monitoring.Station","Agency","Type.of.Location","SO2","NO2","RSPM.PM10","PM.2.5","season","quarter","Type.of.Location.Binary.form"
"1552",1848,1848,694,"2015-10-01","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,112,44,"winter",3,0
"1553",1849,1849,694,"2015-10-06","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,108,41,"winter",3,0
"1554",1850,1850,694,"2015-10-08","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,98,38,"winter",3,0
"1555",1851,1851,694,"2015-10-13","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,103,40,"winter",3,0
"1556",1852,1852,694,"2015-10-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,98,39,"winter",3,0
"1557",1853,1853,694,"2015-10-19","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,94,40,"winter",3,0
"1558",1854,1854,694,"2015-10-28","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,94,39,"winter",3,0
"1559",1855,1855,694,"2015-11-03","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,112,39,"winter",3,0
"1560",1856,1856,694,"2015-11-06","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,117,40,"winter",3,0
"1561",1857,1857,694,"2015-11-11","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,11,119,43,"winter",3,0
"1562",1858,1858,694,"2015-11-13","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,117,41,"winter",3,0
"1563",1859,1859,694,"2015-11-17","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,113,37,"winter",3,0
"1564",1860,1860,694,"2015-11-19","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,112,38,"winter",3,0
"1565",1861,1861,694,"2015-11-23","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,116,39,"winter",3,0
"1566",1862,1862,694,"2015-11-26","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,117,42,"winter",3,0
"1567",1863,1863,694,"2015-11-30","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,117,40,"winter",3,0
"1568",1864,1864,694,"2015-12-01","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,101,41,"winter",4,0
"1569",1865,1865,694,"2015-12-03","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,105,44,"winter",4,0
"1570",1866,1866,694,"2015-12-08","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,99,43,"winter",4,0
"1571",1867,1867,694,"2015-12-10","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,95,41,"winter",4,0
"1572",1868,1868,694,"2015-12-15","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,107,46,"winter",4,0
"1573",1869,1869,694,"2015-12-17","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,104,44,"winter",4,0
"1574",1870,1870,694,"2015-12-22","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,99,40,"winter",4,0
"1575",1871,1871,694,"2015-12-26","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,100,42,"winter",4,0
"1576",1872,1872,694,"2015-12-29","Odisha","Kalinga Nagar","Over the Guest House of M/s NINL","Odisha State Pollution Control Board","Industrial Area",2,10,97,38,"winter",4,0
"1577",1873,1873,695,"2015-01-02","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,132,58,"winter",1,1
"1578",1874,1874,695,"2015-01-07","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,133,53,"winter",1,1
"1579",1875,1875,695,"2015-01-09","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,122,47,"winter",1,1
"1580",1876,1876,695,"2015-01-13","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,120,55,"winter",1,1
"1581",1877,1877,695,"2015-01-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,121,58,"winter",1,1
"1582",1878,1878,695,"2015-01-19","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,104,50,"winter",1,1
"1583",1879,1879,695,"2015-01-22","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,116,48,"winter",1,1
"1584",1880,1880,695,"2015-01-27","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,116,58,"winter",1,1
"1585",1881,1881,695,"2015-01-29","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,124,49,"winter",1,1
"1586",1882,1882,695,"2015-02-02","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,119,47,"winter",1,1
"1587",1883,1883,695,"2015-02-05","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,107,56,"winter",1,1
"1588",1884,1884,695,"2015-02-09","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,125,39,"winter",1,1
"1589",1885,1885,695,"2015-02-12","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,125,44,"winter",1,1
"1590",1886,1886,695,"2015-02-16","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,119,51,"winter",1,1
"1591",1887,1887,695,"2015-02-19","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,114,58,"winter",1,1
"1592",1888,1888,695,"2015-02-23","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,119,46,"winter",1,1
"1593",1889,1889,695,"2015-02-26","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,116,49,"winter",1,1
"1594",1890,1890,695,"2015-03-02","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,98,49,"summer",1,1
"1595",1891,1891,695,"2015-03-05","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,118,46,"summer",1,1
"1596",1892,1892,695,"2015-03-09","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,105,51,"summer",1,1
"1597",1893,1893,695,"2015-03-12","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,86,42,"summer",1,1
"1598",1894,1894,695,"2015-03-16","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,100,50,"summer",1,1
"1599",1895,1895,695,"2015-03-19","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,112,39,"summer",1,1
"1600",1896,1896,695,"2015-03-23","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,94,47,"summer",1,1
"1601",1897,1897,695,"2015-03-26","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,113,44,"summer",1,1
"1602",1898,1898,695,"2015-03-30","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,111,40,"summer",1,1
"1603",1899,1899,695,"2015-04-02","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,82,39,"summer",2,1
"1604",1900,1900,695,"2015-04-04","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,86,44,"summer",2,1
"1605",1901,1901,695,"2015-04-07","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,115,46,"summer",2,1
"1606",1902,1902,695,"2015-04-09","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,97,42,"summer",2,1
"1607",1903,1903,695,"2015-04-16","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,97,38,"summer",2,1
"1608",1904,1904,695,"2015-04-17","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,91,41,"summer",2,1
"1609",1905,1905,695,"2015-04-21","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,102,40,"summer",2,1
"1610",1906,1906,695,"2015-04-22","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,115,44,"summer",2,1
"1611",1907,1907,695,"2015-04-28","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,104,37,"summer",2,1
"1612",1908,1908,695,"2015-05-05","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,83,41,"summer",2,1
"1613",1909,1909,695,"2015-05-07","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,102,39,"summer",2,1
"1614",1910,1910,695,"2015-05-12","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,108,45,"summer",2,1
"1615",1911,1911,695,"2015-05-14","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,99,42,"summer",2,1
"1616",1912,1912,695,"2015-05-19","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,9,94,38,"summer",2,1
"1617",1913,1913,695,"2015-05-21","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,103,40,"summer",2,1
"1618",1914,1914,695,"2015-05-26","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,114,46,"summer",2,1
"1619",1915,1915,695,"2015-05-28","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,105,41,"summer",2,1
"1620",1916,1916,695,"2015-05-29","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,101,38,"summer",2,1
"1621",1917,1917,695,"2015-06-02","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,118,41,"summer",2,1
"1622",1918,1918,695,"2015-06-04","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,79,42,"summer",2,1
"1623",1919,1919,695,"2015-06-08","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,76,40,"summer",2,1
"1624",1920,1920,695,"2015-06-09","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,87,39,"summer",2,1
"1625",1921,1921,695,"2015-06-18","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,94,45,"summer",2,1
"1626",1922,1922,695,"2015-06-19","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,85,37,"summer",2,1
"1627",1923,1923,695,"2015-06-23","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,72,39,"summer",2,1
"1628",1924,1924,695,"2015-06-25","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,95,44,"summer",2,1
"1629",1925,1925,695,"2015-06-30","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,77,42,"summer",2,1
"1630",1926,1926,695,"2015-07-01","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,11,112,41,"rainy",2,1
"1631",1927,1927,695,"2015-07-06","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,114,46,"rainy",2,1
"1632",1928,1928,695,"2015-07-08","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,86,39,"rainy",2,1
"1633",1929,1929,695,"2015-07-09","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,79,42,"rainy",2,1
"1634",1930,1930,695,"2015-07-14","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,105,37,"rainy",2,1
"1635",1931,1931,695,"2015-07-16","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,100,44,"rainy",2,1
"1636",1932,1932,695,"2015-07-21","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,85,47,"rainy",2,1
"1637",1933,1933,695,"2015-07-23","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,86,38,"rainy",2,1
"1638",1934,1934,695,"2015-07-28","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,85,42,"rainy",2,1
"1639",1935,1935,695,"2015-08-04","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,100,48,"rainy",3,1
"1640",1936,1936,695,"2015-08-06","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,96,42,"rainy",3,1
"1641",1937,1937,695,"2015-08-11","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,100,47,"rainy",3,1
"1642",1938,1938,695,"2015-08-13","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,84,38,"rainy",3,1
"1643",1939,1939,695,"2015-08-18","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,79,36,"rainy",3,1
"1644",1940,1940,695,"2015-08-20","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,84,39,"rainy",3,1
"1645",1941,1941,695,"2015-08-25","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,84,40,"rainy",3,1
"1646",1942,1942,695,"2015-08-27","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,86,43,"rainy",3,1
"1647",1943,1943,695,"2015-08-31","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,86,42,"rainy",3,1
"1648",1944,1944,695,"2015-09-01","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,130,49,"rainy",3,1
"1649",1945,1945,695,"2015-09-03","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,124,46,"rainy",3,1
"1650",1946,1946,695,"2015-09-08","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,123,50,"rainy",3,1
"1651",1947,1947,695,"2015-09-10","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,119,41,"rainy",3,1
"1652",1948,1948,695,"2015-09-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,113,39,"rainy",3,1
"1653",1949,1949,695,"2015-09-16","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,109,43,"rainy",3,1
"1654",1950,1950,695,"2015-09-22","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,99,42,"rainy",3,1
"1655",1951,1951,695,"2015-09-24","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,119,44,"rainy",3,1
"1656",1952,1952,695,"2015-09-29","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,102,43,"rainy",3,1
"1657",1953,1953,695,"2015-10-01","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,97,39,"winter",3,1
"1658",1954,1954,695,"2015-10-06","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,104,42,"winter",3,1
"1659",1955,1955,695,"2015-10-08","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,100,40,"winter",3,1
"1660",1956,1956,695,"2015-10-13","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,105,42,"winter",3,1
"1661",1957,1957,695,"2015-10-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,103,44,"winter",3,1
"1662",1958,1958,695,"2015-10-19","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,101,45,"winter",3,1
"1663",1959,1959,695,"2015-10-28","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,95,39,"winter",3,1
"1664",1960,1960,695,"2015-11-03","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,114,42,"winter",3,1
"1665",1961,1961,695,"2015-11-06","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,111,39,"winter",3,1
"1666",1962,1962,695,"2015-11-11","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,14,262,47,"winter",3,1
"1667",1963,1963,695,"2015-11-13","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,117,40,"winter",3,1
"1668",1964,1964,695,"2015-11-17","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,116,43,"winter",3,1
"1669",1965,1965,695,"2015-11-19","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,121,41,"winter",3,1
"1670",1966,1966,695,"2015-11-23","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,124,44,"winter",3,1
"1671",1967,1967,695,"2015-11-26","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,119,38,"winter",3,1
"1672",1968,1968,695,"2015-11-30","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,124,43,"winter",3,1
"1673",1969,1969,695,"2015-12-01","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,11,92,36,"winter",4,1
"1674",1970,1970,695,"2015-12-03","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,108,45,"winter",4,1
"1675",1971,1971,695,"2015-12-08","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",3,11,93,37,"winter",4,1
"1676",1972,1972,695,"2015-12-10","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,98,40,"winter",4,1
"1677",1973,1973,695,"2015-12-15","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,102,42,"winter",4,1
"1678",1974,1974,695,"2015-12-17","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,108,46,"winter",4,1
"1679",1975,1975,695,"2015-12-22","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,93,39,"winter",4,1
"1680",1976,1976,695,"2015-12-26","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,102,41,"winter",4,1
"1681",1977,1977,695,"2015-12-29","Odisha","Kalinga Nagar","Roof of maintenance Office of M/s NINL, Duburi","Odisha State Pollution Control Board","Residential, Rural and other Areas",2,10,104,43,"winter",4,1
"1682",1978,1978,696,"2015-01-02","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,15,134,59,"winter",1,1
"1683",1979,1979,696,"2015-01-05","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",14,18,95,46,"winter",1,1
"1684",1980,1980,696,"2015-01-08","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,16,112,48,"winter",1,1
"1685",1981,1981,696,"2015-01-12","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,14,148,74,"winter",1,1
"1686",1982,1982,696,"2015-01-15","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,15,149,120,"winter",1,1
"1687",1983,1983,696,"2015-01-20","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",12,16,190,67,"winter",1,1
"1688",1984,1984,696,"2015-01-22","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,16,192,85,"winter",1,1
"1689",1985,1985,696,"2015-01-27","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",11,13,112,52,"winter",1,1
"1690",1986,1986,696,"2015-01-29","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",10,15,137,68,"winter",1,1
"1691",1987,1987,696,"2015-02-03","Odisha","Rourkela","Over the roof of Dalmia Research Institute, Rajgangpur","Odisha State Pollution Control Board","Residential, Rural and other Areas",13,15,190,81,"winter",1,1
